web-scraper-order,web-scraper-start-url,articles-link,articles-link-href,title-selector,summary-selector,whole-article-selector
"1751563763-256","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","The planet is several times the mass of Jupiter and orbits the K-type star Epsilon Indi A (Eps Ind A), which is around the age of our Sun, but slightly cooler. The team observed Epsilon Indi Ab using the coronagraph on Webb’s MIRI (Mid-Infrared Instrument). Only a few tens of exoplanets have been directly imaged previously by space- and ground-based observatories."
"1751563763-257","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","“Our prior observations of this system have been more indirect measurements of the star, which actually allowed us to see ahead of time that there was likely a giant planet in this system tugging on the star,” said team member Caroline Morley of the University of Texas at Austin. “That's why our team chose this system to observe first with Webb.”"
"1751563763-258","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","“This discovery is exciting because the planet is quite similar to Jupiter — it is a little warmer and is more massive, but is more similar to Jupiter than any other planet that has been imaged so far,” added lead author Elisabeth Matthews of the Max Planck Institute for Astronomy in Germany."
"1751563763-259","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","Previously imaged exoplanets tend to be the youngest, hottest exoplanets that are still radiating much of the energy from when they first formed. As planets cool and contract over their lifetime, they become significantly fainter and therefore harder to image."
"1751563763-260","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","“Cold planets are very faint, and most of their emission is in the mid-infrared,” explained Matthews. “Webb is ideally suited to conduct mid-infrared imaging, which is extremely hard to do from the ground. We also needed good spatial resolution to separate the planet and the star in our images, and the large Webb mirror is extremely helpful in this aspect.”"
"1751563763-261","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","Epsilon Indi Ab is one of the coldest exoplanets to be directly detected, with an estimated temperature of 35 degrees Fahrenheit (2 degrees Celsius) — colder than any other imaged planet beyond our solar system, and colder than all but one free-floating brown dwarf. The planet is only around 180 degrees Fahrenheit (100 degrees Celsius) warmer than gas giants in our solar system. This provides a rare opportunity for astronomers to study the atmospheric composition of true solar system analogs."
"1751563763-262","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","“Astronomers have been imagining planets in this system for decades; fictional planets orbiting Epsilon Indi have been the sites of Star Trek episodes, novels, and video games like Halo,” added Morley. “It's exciting to actually see a planet there ourselves, and begin to measure its properties.”"
"1751563763-263","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","Epsilon Indi Ab is the twelfth closest exoplanet to Earth known to date and the closest planet more massive than Jupiter. The science team chose to study Eps Ind A because the system showed hints of a possible planetary body using a technique called radial velocity, which measures the back-and-forth wobbles of the host star along our line of sight."
"1751563763-264","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","“While we expected to image a planet in this system, because there were radial velocity indications of its presence, the planet we found isn't what we had predicted,” shared Matthews. “It’s about twice as massive, a little farther from its star, and has a different orbit than we expected. The cause of this discrepancy remains an open question. The atmosphere of the planet also appears to be a little different than the model predictions. So far we only have a few photometric measurements of the atmosphere, meaning that it is hard to draw conclusions, but the planet is fainter than expected at shorter wavelengths.”"
"1751563763-265","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","The team believes this may mean there is significant methane, carbon monoxide, and carbon dioxide in the planet’s atmosphere that are absorbing the shorter wavelengths of light. It might also suggest a very cloudy atmosphere."
"1751563763-266","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","The direct imaging of exoplanets is particularly valuable for characterization. Scientists can directly collect light from the observed planet and compare its brightness at different wavelengths. So far, the science team has only detected Epsilon Indi Ab at a few wavelengths, but they hope to revisit the planet with Webb to conduct both photometric and spectroscopic observations in the future. They also hope to detect other similar planets with Webb to find possible trends about their atmospheres and how these objects form."
"1751563763-267","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","NASA's upcoming Nancy Grace Roman Space Telescope will use a coronagraph to demonstrate direct imaging technology by photographing Jupiter-like worlds orbiting Sun-like stars – something that has never been done before. These results will pave the way for future missions to study worlds that are even more Earth-like."
"1751563763-268","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","These results were taken with Webb’s Cycle 1 General Observer program 2243 and have been published in the journal Nature."
"1751563763-269","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","https://webbtelescope.org/contents/news-releases/2024/news-2024-127?itemsPerPage=50&page=1","NASA's Webb Images Cold Exoplanet 12 Light-Years Away","","The James Webb Space Telescope is the world’s premier space science observatory. Webb is solving mysteries in our solar system, looking beyond to distant worlds around other stars, and probing the mysterious structures and origins of our universe and our place in it. Webb is an international program led by NASA with its partners, ESA (European Space Agency) and CSA (Canadian Space Agency)."
"1751563767-270","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","It got called the crisis in cosmology. But now astronomers can explain some surprising recent discoveries.",""
"1751563767-271","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","Not long after the James Webb Space Telescope began science operations in July 2022, breathless headlines proclaimed that observations of distant galaxies were “breaking theories of cosmic evolution.” Astronomers had found galaxies that appeared much brighter than expected. If all of that light came from stars, then those galaxies would have formed so many stars, so quickly, that the leading theory for the universe’s formation and evolution could not explain them.",""
"1751563767-272","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","New research finds that some of those early galaxies are in fact much less massive than they first appeared. Much of their light came, not from stars, but from a hot accretion disk surrounding a supermassive black hole.",""
"1751563767-273","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","Lee esta historia en español.",""
"1751563767-274","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","When astronomers got their first glimpses of galaxies in the early universe from NASA's James Webb Space Telescope, they were expecting to find galactic pipsqueaks, but instead they found what appeared to be a bevy of Olympic bodybuilders. Some galaxies appeared to have grown so massive, so quickly, that simulations couldn’t account for them. Some researchers suggested this meant that something might be wrong with the theory that explains what the universe is made of and how it has evolved since the big bang, known as the standard model of cosmology."
"1751563767-275","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","According to a new study in the Astronomical Journal led by University of Texas at Austin graduate student Katherine Chworowsky, some of those early galaxies are in fact much less massive than they first appeared. Black holes in some of these galaxies make them appear much brighter and bigger than they really are."
"1751563767-276","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","“We are still seeing more galaxies than predicted, although none of them are so massive that they ‘break’ the universe,” Chworowsky said."
"1751563767-277","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","The evidence was provided by Webb’s Cosmic Evolution Early Release Science (CEERS) Survey, led by Steven Finkelstein, a professor of astronomy at UT Austin and study co-author."
"1751563767-278","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","According to this latest study, the galaxies that appeared overly massive likely host black holes rapidly consuming gas. Friction in the fast-moving gas emits heat and light, making these galaxies much brighter than they would be if that light emanated just from stars. This extra light can make it appear that the galaxies contain many more stars, and hence are more massive, than we would otherwise estimate. When scientists remove these galaxies, dubbed “little red dots” (based on their red color and small size), from the analysis, the remaining early galaxies are not too massive to fit within predictions of the standard model."
"1751563767-279","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","“So, the bottom line is there is no crisis in terms of the standard model of cosmology,” Finkelstein said. “Any time you have a theory that has stood the test of time for so long, you have to have overwhelming evidence to really throw it out. And that’s simply not the case.”"
"1751563767-280","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","Although they’ve settled the main dilemma, a less thorny problem remains: There are still roughly twice as many massive galaxies in Webb’s data of the early universe than expected from the standard model. One possible reason might be that stars formed more quickly in the early universe than they do today."
"1751563767-281","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","“Maybe in the early universe, galaxies were better at turning gas into stars,” Chworowsky said."
"1751563767-282","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","Star formation happens when hot gas cools enough to succumb to gravity and condense into one or more stars. But as the gas contracts, it heats up, generating outward pressure. In our region of the universe, the balance of these opposing forces tends to make the star formation process very slow. But perhaps, according to some theories, because the early universe was denser than today, it was harder to blow gas out during star formation, allowing the process to go faster."
"1751563767-283","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","Concurrently, astronomers have been analyzing the spectra of ""little red dots"" discovered with Webb, with researchers in both the CEERS team and others finding evidence of fast-moving hydrogen gas, a signature of black hole accretion disks. This supports the idea that at least some of the light coming from these compact, red objects comes from gas swirling around black holes, rather than stars – reinforcing Chworowsky and their team’s conclusion that they are probably not as massive as astronomers initially thought.  However, further observations of these intriguing objects are incoming, and should help solve the puzzle about how much light comes from stars versus gas around black holes."
"1751563767-284","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","Often in science, when you answer one question, that leads to new questions. While Chworowsky and their colleagues have shown that the standard model of cosmology likely isn’t broken, their work points to the need for new ideas in star formation."
"1751563767-285","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","“And so there is still that sense of intrigue,” Chworowsky said. “Not everything is fully understood. That’s what makes doing this kind of science fun, because it’d be a terribly boring field if one paper figured everything out, or there were no more questions to answer.”"
"1751563767-286","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","https://webbtelescope.org/contents/news-releases/2024/news-2024-134?itemsPerPage=50&page=1","Webb Finds Early Galaxies Weren't Too Big for Their Britches After All","","The James Webb Space Telescope is the world’s premier space science observatory. Webb is solving mysteries in our solar system, looking beyond to distant worlds around other stars, and probing the mysterious structures and origins of our universe and our place in it. Webb is an international program led by NASA with its partners, ESA (European Space Agency) and CSA (Canadian Space Agency)."
"1751563771-287","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","Astronomers are astounded by a rare cosmic alignment showcasing highly magnified star-forming regions in distant galaxies.",""
"1751563771-288","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","What, why, how? The cosmos is full of questions. Still, astronomers using NASA’s James Webb Space Telescope were surprised to find a distant, red galaxy distorted into the shape of a question mark. A specific, rarely-seen type of natural gravitational lens is causing the galaxy to appear multiple times. The lensing also magnifies the galaxy and its spiral companion, allowing astronomers to pinpoint specific regions of star formation, using a combination of infrared data from Webb and ultraviolet data from NASA’s Hubble Space Telescope.",""
"1751563771-289","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","Lee esta historia en español.",""
"1751563771-290","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","","It’s 7 billion years ago, and the universe’s heyday of star formation is beginning to slow. What might our Milky Way galaxy have looked like at that time? Astronomers using NASA’s James Webb Space Telescope have found clues in the form of a cosmic question mark, the result of a rare alignment across light-years of space."
"1751563771-291","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","","""We know of only three or four occurrences of similar gravitational lens configurations in the observable universe, which makes this find exciting, as it demonstrates the power of Webb and suggests maybe now we will find more of these,” said astronomer Guillaume Desprez of Saint Mary’s University in Halifax, Nova Scotia, a member of the team presenting the Webb results."
"1751563771-292","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","","While this region has been observed previously with NASA’s Hubble Space Telescope, the dusty red galaxy that forms the intriguing question-mark shape only came into view with Webb. This is a result of the wavelengths of light that Hubble detects getting trapped in cosmic dust, while longer wavelengths of infrared light are able to pass through and be detected by Webb’s instruments."
"1751563771-293","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","","Astronomers used both telescopes to observe the galaxy cluster MACS-J0417.5-1154, which acts like a magnifying glass because the cluster is so massive it warps the fabric of space-time. This allows astronomers to see enhanced detail in much more distant galaxies behind the cluster. However, the same gravitational effects that magnify the galaxies also cause distortion, resulting in galaxies that appear smeared across the sky in arcs and even appear multiple times. These optical illusions in space are called gravitational lensing."
"1751563771-294","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","","The red galaxy revealed by Webb, along with a spiral galaxy it is interacting with that was previously detected by Hubble, are being magnified and distorted in an unusual way, which requires a particular, rare alignment between the distant galaxies, the lens, and the observer — something astronomers call a hyperbolic umbilic gravitational lens. This accounts for the five images of the galaxy pair seen in Webb’s image, four of which trace the top of the question mark. The dot of the question mark is an unrelated galaxy that happens to be in the right place and space-time, from our perspective."
"1751563771-295","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","","In addition to producing a case study of the Webb NIRISS (Near-Infrared Imager and Slitless Spectrograph) instrument’s ability to detect star formation locations within a galaxy billions of light-years away, the research team also couldn’t resist highlighting the question mark shape. “This is just cool looking. Amazing images like this are why I got into astronomy when I was young,” said astronomer Marcin Sawicki of Saint Mary’s University, one of the lead researchers on the team."
"1751563771-296","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","","“Knowing when, where, and how star formation occurs within galaxies is crucial to understanding how galaxies have evolved over the history of the universe,” said astronomer Vicente Estrada-Carpenter of Saint Mary’s University, who used both Hubble’s ultraviolet and Webb’s infrared data to show where new stars are forming in the galaxies. The results show that star formation is widespread in both. The spectral data also confirmed that the newfound dusty galaxy is located at the same distance as the face-on spiral galaxy, and they are likely beginning to interact."
"1751563771-297","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","","“Both galaxies in the Question Mark Pair show active star formation in several compact regions, likely a result of gas from the two galaxies colliding,” said Estrada-Carpenter. “However, neither galaxy’s shape appears too disrupted, so we are probably seeing the beginning of their interaction with each other.”"
"1751563771-298","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","","“These galaxies, seen billions of years ago when star formation was at its peak, are similar to the mass that the Milky Way galaxy would have been at that time. Webb is allowing us to study what the teenage years of our own galaxy would have been like,” said Sawicki."
"1751563771-299","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","","The Webb images and spectra in this research came from the Canadian NIRISS Unbiased Cluster Survey (CANUCS). The research paper is published in the Monthly Notices of the Royal Astronomical Society."
"1751563771-300","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","https://webbtelescope.org/contents/news-releases/2024/news-2024-128?itemsPerPage=50&page=1","NASA's Webb Reveals Distorted Galaxy Forming Cosmic Question Mark","","The James Webb Space Telescope is the world’s premier space science observatory. Webb is solving mysteries in our solar system, looking beyond to distant worlds around other stars, and probing the mysterious structures and origins of our universe and our place in it. Webb is an international program led by NASA with its partners, ESA (European Space Agency) and CSA (Canadian Space Agency)."
"1751563775-301","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","Among the Milky Way’s outskirts is a firecracker show of star formation.",""
"1751563775-302","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","How do environmental factors affect the star formation process?",""
"1751563775-303","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","To help answer this question, NASA’s James Webb Space Telescope examined the fringes of our Milky Way galaxy. Webb’s near- and mid-infrared imaging capabilities enabled scientists to examine a star-forming area reminiscent of our galaxy during its early formation.",""
"1751563775-304","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","Lee esta historia en español.",""
"1751563775-305","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","Astronomers have directed NASA’s James Webb Space Telescope to examine the outskirts of our Milky Way galaxy. Scientists call this region the Extreme Outer Galaxy due to its location more than 58,000 light-years away from the Galactic Center. (For comparison, Earth is approximately 26,000 light-years from the center.)"
"1751563775-306","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","A team of scientists used Webb’s NIRCam (Near-Infrared Camera) and MIRI (Mid-Infrared Instrument) to image select regions within two molecular clouds known as Digel Clouds 1 and 2. With its high degree of sensitivity and sharp resolution, the Webb data resolved these areas, which are hosts to star clusters undergoing bursts of star formation, in unprecedented detail. Details of this data include components of the clusters such as very young (Class 0) protostars, outflows and jets, and distinctive nebular structures."
"1751563775-307","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","These Webb observations, which came from telescope time allocated to Mike Ressler of NASA’s Jet Propulsion Laboratory in California, are enabling scientists to study star formation in the outer Milky Way in the same depth of detail as observations of star formation in our own solar neighborhood."
"1751563775-308","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","“In the past, we knew about these star forming regions but were not able to delve into their properties,” said Natsuko Izumi of Gifu University and the National Astronomical Observatory of Japan, lead author of the study. “The Webb data builds upon what we have incrementally gathered over the years from prior observations with different telescopes and observatories. We can get very powerful and impressive images of these clouds with Webb. In the case of Digel Cloud 2, I did not expect to see such active star formation and spectacular jets.”"
"1751563775-309","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","Although the Digel Clouds are within our galaxy, they are relatively poor in elements heavier than hydrogen and helium. This composition makes them similar to dwarf galaxies and our own Milky Way in its early history. Therefore, the team took the opportunity to use Webb to capture the activity occurring in four clusters of young stars within Digel Clouds 1 and 2: 1A, 1B, 2N, and 2S."
"1751563775-310","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","https://webbtelescope.org/contents/news-releases/2024/news-2024-131?itemsPerPage=50&page=1","NASA's Webb Peers into the Extreme Outer Galaxy","","For Cloud 2S, Webb captured the main cluster containing young, newly formed stars. This dense area is quite active as several stars are emitting extended jets of material along their poles. Additionally, while scientists previously suspected a sub-cluster might be present within the cloud, Webb’s imaging capabilities confirmed its existence for the first time."
